1, 58.41
2, 58.41
3, 59.14
4, 58.65
5, 59.14
6, 58.65
7, 58.9
8, 58.41
9, 58.9
10, 58.41
11, 58.9
12, 58.41
13, 58.65
14, 58.41
15, 58.65
16, 58.41
17, 60.85
18, 60.61
19, 60.12
20, 59.63
21, 60.12
22, 59.63
23, 59.63
24, 59.63
25, 63.29
26, 59.63
27, 59.63
28, 60.12
29, 59.63
30, 59.63
31, 59.63
32, 60.36
33, 59.63
34, 59.87
35, 59.63
36, 60.36
37, 60.12
38, 59.87
39, 60.61
40, 60.85
41, 64.03
42, 61.09
43, 60.85
44, 60.85
45, 64.03
46, 60.85
47, 61.09
48, 61.34
49, 61.09
50, 61.58
51, 60.61
52, 61.09
53, 62.81
54, 60.85
55, 60.85
56, 61.09
57, 63.78
58, 60.85
59, 61.09
60, 61.83
61, 61.58
62, 61.34
63, 61.58
64, 61.83
65, 65.0
66, 61.34
67, 61.58
68, 61.58
69, 61.83
70, 61.58
71, 62.07
72, 61.58
73, 61.58
74, 62.07
75, 61.58
76, 61.58
77, 62.07
78, 61.58
79, 61.58
80, 62.07
81, 60.12
82, 60.12
83, 60.12
84, 59.87
85, 60.12
86, 59.87
87, 60.12
88, 60.12
89, 60.36
90, 59.87
91, 59.63
92, 59.87
93, 59.63
94, 59.63
95, 61.09
96, 62.32
97, 65.74
98, 60.36
99, 60.61
100, 59.63
101, 60.12
102, 60.12
103, 61.34
104, 61.09
105, 58.9
106, 60.12
107, 55.23
108, 57.18
109, 57.18
110, 55.96
111, 63.78
112, 64.27
113, 64.03
114, 61.83
115, 58.65
116, 59.63
117, 66.72
118, 59.87
119, 59.87
120, 62.32
121, 59.38
122, 59.63
123, 61.09
124, 62.56
125, 64.76
126, 65.0
127, 63.05
128, 65.98
129, 63.54
130, 62.81
131, 63.05
132, 64.52
133, 57.67
134, 62.81
135, 58.65
136, 59.14
137, 57.92
138, 61.83
139, 62.07
140, 60.85
141, 59.38
142, 59.38
143, 59.38
144, 60.85
145, 58.16
146, 58.9
147, 63.05
148, 66.72
149, 66.23
150, 64.52
151, 64.03
152, 63.78
153, 64.27
154, 63.29
155, 64.76
156, 65.0
157, 57.18
158, 61.34
159, 58.41
160, 60.12
161, 60.85
162, 65.49
163, 62.32
164, 63.29
165, 61.09
166, 61.58
167, 56.94
168, 60.12
169, 60.61
170, 65.49
171, 56.7
172, 53.27
173, 52.54
174, 52.54
175, 68.91
176, 59.63
177, 59.14
178, 63.78
179, 57.67
180, 57.67
181, 64.76
182, 63.29
183, 63.05
184, 61.34
185, 61.83
186, 63.54
187, 62.56
188, 60.12
189, 64.52
190, 64.52
191, 59.87
192, 64.52
193, 64.76
194, 62.32
195, 59.38
196, 55.72
197, 55.72
198, 61.83
199, 57.67
200, 57.18
201, 61.34
202, 58.16
203, 53.03
204, 52.3
205, 51.81
206, 48.63
207, 48.14
208, 47.9
209, 47.9
210, 64.52
211, 62.81
212, 63.29
213, 66.72
214, 60.61
215, 61.83
216, 61.34
217, 65.74
218, 59.63
219, 59.63
220, 60.12
221, 60.36
222, 59.87
223, 57.67
224, 61.58
225, 60.61
226, 63.05
227, 57.43
228, 58.65
229, 58.9
230, 58.16
231, 60.85
232, 61.09
233, 58.16
234, 58.16
235, 60.36
236, 60.85
237, 57.43
238, 58.9
239, 59.38
240, 59.63
241, 54.25
242, 59.14
243, 59.63
244, 61.58
245, 61.34
246, 61.58
247, 62.81
248, 62.56
249, 63.05
250, 64.27
251, 59.38
252, 61.83
253, 61.83
254, 61.09
255, 57.67
256, 57.67
257, 57.92
258, 63.05
259, 65.74
260, 61.58
261, 60.12
262, 59.63
263, 59.38
264, 60.61
265, 61.09
266, 62.32
267, 63.29
268, 64.03
269, 63.54
270, 60.85
271, 56.45
272, 55.72
273, 55.96
274, 59.14
275, 63.05
276, 59.38
277, 57.43
278, 55.23
279, 59.87
280, 59.87
281, 59.87
282, 63.78
283, 66.47
284, 59.63
285, 60.85
286, 61.09
287, 61.58
288, 61.09
289, 60.85
290, 61.34
291, 61.83
292, 60.12
293, 63.54
294, 62.81
295, 60.85
296, 61.09
297, 59.63
298, 60.85
299, 61.34
300, 61.34
301, 60.12
302, 59.63
303, 58.65
304, 56.7
305, 62.56
306, 65.25
307, 63.05
308, 63.54
309, 65.74
310, 66.23
311, 62.81
312, 53.27
313, 53.76
314, 54.01
315, 56.7
316, 69.89
317, 70.38
318, 65.49
319, 64.27
320, 68.18
321, 61.09
322, 62.07
323, 62.07
324, 65.74
325, 69.65
326, 70.14
327, 58.65
328, 53.76
329, 48.39
330, 48.88
331, 59.14
332, 59.63
333, 66.72
334, 63.05
335, 63.05
336, 65.0
337, 64.03
338, 62.81
339, 59.63
340, 62.56
341, 63.05
342, 63.05
343, 58.9
344, 59.14
345, 59.38
346, 56.7
347, 47.9
348, 51.08
349, 51.08
350, 52.05
351, 52.79
352, 52.54
353, 64.27
354, 62.56
355, 67.94
356, 68.43
357, 60.36
358, 58.65
359, 58.65
360, 56.45
361, 55.96
362, 58.41
363, 64.76
364, 65.49
365, 67.2
366, 57.18
367, 65.74
368, 66.23
369, 63.05
370, 63.54
371, 63.54
372, 60.36
373, 52.3
374, 52.3
375, 52.3
376, 52.3
377, 52.79
378, 53.03
379, 52.79
380, 68.67
381, 69.65
382, 64.52
383, 64.03
384, 61.83
385, 62.56
386, 64.76
387, 64.27
388, 63.05
389, 60.85
390, 60.85
391, 66.23
392, 69.65
393, 62.56
394, 61.83
395, 50.34
396, 64.76
397, 65.0
398, 65.0
399, 64.76
400, 65.49
401, 67.45
402, 69.89
403, 67.2
404, 62.32
405, 64.27
406, 64.27
407, 61.58
408, 60.12
409, 60.85
410, 52.3
411, 53.27
412, 64.03
413, 61.09
414, 64.52
415, 60.61
416, 60.61
417, 67.45
418, 66.72
419, 66.96
420, 64.03
421, 63.05
422, 57.67
423, 58.65
424, 60.12
425, 57.67
426, 57.92
427, 58.9
428, 58.9
429, 58.65
430, 56.94
431, 64.52
432, 61.83
433, 61.83
434, 62.07
435, 62.81
436, 63.54
437, 57.43
438, 50.1
439, 56.21
440, 52.54
441, 58.65
442, 58.41
443, 58.41
444, 58.41
445, 65.25
446, 63.29
447, 63.54
448, 64.76
449, 60.85
450, 63.78
451, 60.36
452, 68.18
453, 62.32
454, 62.81
455, 62.32
456, 58.16
457, 57.92
458, 65.0
459, 69.89
460, 62.56
461, 63.78
462, 59.38
463, 62.56
464, 62.81
465, 60.36
466, 60.36
467, 65.49
468, 65.49
469, 63.78
470, 58.9
471, 59.14
472, 63.29
473, 64.76
474, 65.0
475, 58.16
476, 60.36
477, 64.03
478, 64.76
479, 62.81
480, 60.12
481, 59.87
482, 62.81
483, 55.96
484, 55.72
485, 62.32
486, 62.56
487, 63.29
488, 66.72
489, 61.58
490, 58.65
491, 58.16
492, 58.9
493, 56.45
494, 56.7
495, 54.25
496, 63.05
497, 63.05
498, 63.05
499, 64.76
500, 63.05
501, 63.05
502, 59.63
503, 63.54
504, 62.81
505, 62.81
506, 65.49
507, 65.98
508, 68.91
509, 61.83
510, 59.14
511, 59.14
512, 62.56
513, 65.0
514, 63.78
515, 63.78
516, 61.34
517, 65.0
518, 65.0
519, 61.83
520, 61.58
521, 61.58
522, 62.07
523, 61.83
524, 57.67
525, 57.67
526, 54.74
527, 64.27
528, 63.78
529, 64.52
530, 63.54
531, 65.0
532, 57.43
533, 57.67
534, 62.81
535, 55.96
536, 55.47
537, 59.14
538, 56.94
539, 56.94
540, 62.81
541, 63.05
542, 60.12
543, 59.87
544, 59.38
545, 58.16
546, 58.16
547, 62.07
548, 62.32
549, 61.83
550, 60.36
551, 63.05
552, 54.5
553, 54.74
554, 56.7
555, 54.25
556, 54.99
557, 53.03
558, 52.05
559, 52.54
560, 56.7
561, 54.74
562, 51.56
563, 51.56
564, 56.45
565, 54.74
566, 54.5
567, 64.76
568, 61.09
569, 61.34
570, 62.07
571, 57.67
572, 61.09
573, 60.85
574, 55.96
575, 63.78
576, 63.29
577, 62.07
578, 62.07
579, 55.72
580, 55.72
581, 58.9
582, 50.59
583, 51.32
584, 59.87
585, 59.14
586, 56.7
587, 63.05
588, 52.05
589, 51.08
590, 59.63
591, 57.92
592, 57.43
593, 65.74
594, 62.81
595, 62.07
596, 62.07
597, 58.9
598, 60.85
599, 60.12
600, 56.94
601, 60.85
602, 60.61
603, 66.96
604, 64.27
605, 63.78
606, 64.52
607, 63.54
608, 61.58
609, 58.41
610, 58.16
611, 59.63
612, 57.43
613, 63.29
614, 55.23
615, 53.52
616, 54.99
617, 58.16
618, 62.07
619, 61.34
620, 64.76
621, 65.0
622, 65.0
623, 62.56
624, 65.49
625, 64.52
626, 65.74
627, 63.78
628, 60.85
629, 60.85
630, 61.58
631, 59.14
632, 59.14
633, 61.09
634, 54.99
635, 61.34
636, 61.34
637, 64.03
638, 61.58
639, 58.9
640, 59.14
641, 60.85
